CVE,DESCRIP
B676,Infección de otro órgano y de sitios múltiples debida a Echinococcus multilocularis
B677,"Infección debida a Echinococcus multilocularis, sin otra especificación"
B678,"Equinococosis del hígado, no especificada"
B679,"Equinococosis, otra y la no especificada"
B680,Teniasis debida a Taenia solium
B681,Infección debida a Taenia saginata
B689,"Teniasis, no especificada"
B690,Cisticercosis del sistema nervioso central
B691,Cisticercosis del ojo
B698,Cisticercosis de otros sitios
B699,"Cisticercosis, no especificada"
B700,Difilobotriasis intestinal
B701,Esparganosis
B710,Himenolepiasis
B711,Dipilidiasis
B718,Otras infecciones debidas a cestodos especificadas
B719,"Infecciones debidas a cestodos, no especificada"
B72X,Dracontiasis
B73X,Oncocercosis
B740,Filariasis debida a Wuchereria bancrofti
B741,Filariasis debida a Brugia malayi
B742,Filariasis debida a Brugia timori
B743,Loaiasis
B744,Mansoneliasis
B748,Otras filariasis
B749,"Filariasis, no especificada"
B75X,Triquinosis
B760,Anquilostomiasis
B761,Necatoriasis
B768,Otras enfermedades debidas a anquilostomas
B769,"Enfermedad debida a anquilostomas, no especificada"
B770,Ascariasis con complicaciones intestinales
B778,Ascariasis con otras complicaciones
B779,"Ascariasis, no especificada"
B780,Estrongiloidiasis intestinal
B781,Estrongiloidiasis cutánea
B787,Estrongiloidiasis diseminada
B789,"Estrongiloidiasis, no especificada"
B79X,Tricuriasis
B80X,Enterobiasis
B810,Anisaquiasis
B811,Capilariasis intestinal
B812,Tricoestrongiliasis
B813,Angioestrongiliasis intestinal
B814,Helmintiasis intestinal mixta
B818,Otras helmintiasis intestinales especificadas
B820,"Helmintiasis intestinal, sin otra especificación"
B829,"Parasitosis intestinal, sin otra especificación"
B830,Larva migrans visceral
B831,Gnatostomiasis
B832,Angioestrongiliasis debida a Parastrongylus cantonensis
B833,Singamiasis
B834,Hirudiniasis interna
B838,Otras helmintiasis especificadas
B839,"Helmintiasis, no especificada"
B850,Pediculosis debida a Pediculus humanus capitis
B851,Pediculosis debida a Pediculus humanus corporis
B852,"Pediculosis, sin otra especificación"
B853,Phthiriasis
B854,Pediculosis y phthiriasis mixtas
B86X,Escabiosis
B870,Miasis cutánea
B871,Miasis en heridas
B872,Miasis ocular
B873,Miasis nasofaríngea
B874,Miasis aural
B878,Miasis de otros sitios
B879,"Miasis, no especificada"
B880,Otras acariasis
B881,Tungiasis [infección debida a pulga de arena]
B882,Otras infestaciones debidas a artrópodos
B883,Hirudiniasis externa
B888,Otras infestaciones especificadas
B889,"Infestación, no especificada"
B89X,"Enfermedad parasitaria, no especificada"
B900,Secuelas de tuberculosis del sistema nervioso central
B901,Secuelas de tuberculosis genitourinaria
B902,Secuelas de tuberculosis de huesos y articulaciones
B908,Secuelas de tuberculosis de otros órganos especificados
B909,Secuelas de tuberculosis respiratoria y de tuberculosis no especificada
B91X,Secuelas de poliomielitis
B92X,Secuelas de lepra
B940,Secuelas de tracoma
B941,Secuelas de encefalitis viral
B942,Secuelas de hepatitis viral
B948,Secuelas de otras enfermedades infecciosas y parasitarias especificadas
B949,Secuelas de enfermedades infecciosas y parasitarias no especificadas
B950,"Estreptococo, grupo A, como causa de enfermedades clasificadas en otros capítulos"
B951,"Estreptococo, grupo B, como causa de enfermedades clasificadas en otros capítulos"
B952,"Estreptococo, grupo D, como causa de enfermedades clasificadas en otros capítulos"
B953,Streptococcus pneumoniae como causa de enfermedades clasificadas en otros capítulos
B954,Otros estreptococos como causa de enfermedades clasificadas en otros capítulos
B955,Estreptococo no especificado como causa de enfermedades clasificadas en otros capítulos
B956,Staphylococcus aureus como causa de enfermedades clasificadas en otros capítulos
B957,Otros estafilococos como causa de enfermedades clasificadas en otros capítulos
B958,"Estafilococo no especificado, como causa de enfermedades clasificadas en otros capítulos"
B960,Mycoplasma pneumoniae [M. pneumoniae] como causa de enfermedades clasificadas en otros capítulos
B961,Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas en otros capítulos
B962,Escherichia coli [E. coli] como causa de enfermedades clasificadas en otros capítulos
B963,Haemophilus influenzae [H. influenzae] como causa de enfermedades clasificadas en otros capítulos
B964,Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capítulos
B965,Pseudomonas (aeruginosa) como causa de enfermedades clasificadas en otros capítulos
B966,Bacillus fragilis  [B. fragilis] como causa de enfermedades clasificadas en otros capítulos
B967,Clostridium perfringens [C. perfringens] como causa de enfermedades clasificadas en otros capítulos
B968,Otros agentes bacterianos especificados como causa de enfermedades clasificadas en otros capítulos
B970,Adenovirus como causa de enfermedades clasificadas en otros capítulos
B971,Enterovirus como causa de enfermedades clasificadas en otros capítulos
B972,Coronavirus como causa de enfermedades clasificadas en otros capítulos
B973,Retrovirus como causa de enfermedades clasificadas en otros capítulos
B974,Virus sincicial respiratorio como causa de enfermedades clasificadas en otros capítulos
B975,Reovirus como causa de enfermedades clasificadas en otros capítulos
B976,Parvovirus como causa de enfermedades clasificadas en otros capítulos
B977,Papilomavirus como causa de enfermedades clasificadas en otros capítulos
B978,Otros agentes virales como causa de enfermedades clasificadas en otros capítulos
B980,Helicobacter pylori [H. pylori] como la causa de enfermedades clasificadas en otros capítulos
B981,Vibrio vulnificus como la causa de enfermedades clasficadas en otros capítulos
B99X,Otras enfermedades infecciosas y las no especificadas
C000,"Tumor maligno del labio superior, cara externa"
C001,"Tumor maligno del labio inferior, cara externa"
C002,"Tumor maligno del labio, cara externa, sin otra especificación"
C003,"Tumor maligno del labio superior, cara interna"
C004,"Tumor maligno del labio inferior, cara interna"
C005,"Tumor maligno del labio, cara interna, sin otra especificación"
C006,Tumor maligno de la comisura labial
C008,Lesión de sitios contiguos del labio
C009,"Tumor maligno del labio, parte no especificada"
C01X,Tumor maligno de la base de la lengua
C020,Tumor maligno de la cara dorsal de la lengua
C021,Tumor maligno del borde de la lengua
C022,Tumor maligno de la cara ventral de la lengua
C023,"Tumor maligno de los dos tercios anteriores de la lengua, parte no especificada"
C024,Tumor maligno de la amígdala lingual
C028,Lesión de sitios contiguos de la lengua
C029,"Tumor maligno de la lengua, parte no especificada"
C030,Tumor maligno de la encía superior
C031,Tumor maligno de la encía inferior
C039,"Tumor maligno de la encía, parte no especificada"
C040,Tumor maligno de la parte anterior del piso de la boca
C041,Tumor maligno de la parte lateral del piso de la boca
C048,Lesión de sitios contiguos del piso de la boca
C049,"Tumor maligno del piso de la boca, parte no especificada"
C050,Tumor maligno del paladar duro
C051,Tumor maligno del paladar blando
C052,Tumor maligno de la úvula
C058,Lesión de sitios contiguos del paladar
C059,"Tumor maligno del paladar, parte no especificada"
C060,Tumor maligno de la mucosa de la mejilla
C061,Tumor maligno del vestíbulo de la boca
C062,Tumor maligno del área retromolar
C068,Lesión de sitios contiguos de otras partes y de las no especificadas de la boca
C069,"Tumor maligno de la boca, parte no especificada"
C07X,Tumor maligno de la glándula parótida
C080,Tumor maligno de la glándula submaxilar
C081,Tumor maligno de la glándula sublingual
C088,Lesión de sitios contiguos de las glándulas salivales mayores
C089,"Tumor maligno de glándula salival mayor, no especificada"
C090,Tumor maligno de la fosa amigdalina
C091,Tumor maligno del pilar amigdalino (anterior) (posterior)
C098,Lesión de sitios contiguos de la amígdala
C099,"Tumor maligno de la amígdala, parte no especificada"
C100,Tumor maligno de la valécula
C101,Tumor maligno de la cara anterior de la epiglotis
C102,Tumor maligno de la pared lateral de la orofaringe
C103,Tumor maligno de la pared posterior de la orofaringe
C104,Tumor maligno de la hendidura branquial
C108,Lesión de sitios contiguos de la orofaringe
C109,"Tumor maligno de la orofaringe, parte no especificada"
C110,Tumor maligno de la pared superior de la nasofaringe
C111,Tumor maligno de la pared posterior de la nasofaringe
C112,Tumor maligno de la pared lateral de la nasofaringe
C113,Tumor maligno de la pared anterior de la nasofaringe
C118,Lesión de sitios contiguos de la nasofaringe
C119,"Tumor maligno de la nasofaringe, parte no especificada"
C12X,Tumor maligno del seno piriforme
C130,Tumor maligno de la región postcricoidea
C131,"Tumor maligno del pliegue aritenoepiglótico, cara hipofaríngea"
C132,Tumor maligno de la pared posterior de la hipofaringe
C138,Lesión de sitios contiguos de la hipofaringe
C139,"Tumor maligno de la hipofaringe, parte no especificada"
C140,"Tumor maligno de la faringe, parte no especificada"
C142,Tumor maligno del anillo de Waldeyer
C148,"Lesión de sitios contiguos del labio, de la cavidad bucal y de la faringe"
C150,"Tumor maligno del esófago, porción cervical"
C151,"Tumor maligno del esófago, porción torácica"
C152,"Tumor maligno del esófago, porción abdominal"
C153,Tumor maligno del tercio superior del esófago
C154,Tumor maligno del tercio medio del esófago
C155,Tumor maligno del tercio inferior del esófago
C158,Lesión de sitios contiguos del esófago
C159,"Tumor maligno del esófago, parte no especificada"
C160,Tumor maligno del cardias
C161,Tumor maligno del fundus gástrico
C162,Tumor maligno del cuerpo del estómago
C163,Tumor maligno del antro pilórico
C164,Tumor maligno del píloro
C165,"Tumor maligno de la curvatura menor del estómago, sin otra especificación"
C166,"Tumor maligno de la curvatura mayor del estómago, sin otra especificación"
C168,Lesión de sitios contiguos del estómago
C169,"Tumor maligno del estómago, parte no especificada"
C170,Tumor maligno del duodeno
C171,Tumor maligno del yeyuno
C172,Tumor maligno del íleon
C173,Tumor maligno del divertículo de Meckel
C178,Lesión de sitios contiguos del intestino delgado
C179,"Tumor maligno del intestino delgado, parte no especificada"
C180,Tumor maligno del ciego
C181,Tumor maligno del apéndice
C182,Tumor maligno del colon ascendente
C183,Tumor maligno del ángulo hepático
C184,Tumor maligno del colon transverso
C185,Tumor maligno del ángulo esplénico
C186,Tumor maligno del colon descendente
C187,Tumor maligno del colon sigmoide
C188,Lesión de sitios contiguos del colon
C189,"Tumor maligno del colon, parte no especificada"
C19X,Tumor maligno de la unión rectosigmoidea
C20X,Tumor maligno del recto
C210,"Tumor maligno del ano, parte no especificada"
C211,Tumor maligno del conducto anal
C212,Tumor maligno de la zona cloacogénica
C218,"Lesión de sitios contiguos del ano, del conducto anal y del recto"
C220,Carcinoma de células hepáticas
C221,Carcinoma de vías biliares intrahepáticas
C222,Hepatoblastoma
C223,Angiosarcoma del hígado
C224,Otros sarcomas del hígado
C227,Otros carcinomas especificados del hígado
C229,"Tumor maligno del hígado, no especificado"
C23X,Tumor maligno de la vesícula biliar
C240,Tumor maligno de las vías biliares extrahepáticas
C241,Tumor maligno de la ampolla de Vater
C248,Lesión de sitios contiguos de las vías biliares
C249,"Tumor maligno de las vías biliares, parte no especificada"
C250,Tumor maligno de la cabeza del páncreas
C251,Tumor maligno del cuerpo del páncreas
C252,Tumor maligno de la cola del páncreas
C253,Tumor maligno del conducto pancreático
C254,Tumor maligno del páncreas endocrino
C257,Tumor maligno de otras partes especificadas del páncreas
C258,Lesión de sitios contiguos del páncreas
C259,"Tumor maligno del páncreas, parte no especificada"
C260,"Tumor maligno del intestino, parte no especificada"
C261,Tumor maligno del bazo
C268,Lesión de sitios contiguos de los órganos digestivos
C269,Tumor maligno de sitios mal definidos de los órganos digestivos
C300,Tumor maligno de la fosa nasal
C301,Tumor maligno del oído medio
C310,Tumor maligno del seno maxilar
C311,Tumor maligno del seno etmoidal
C312,Tumor maligno del seno frontal
C313,Tumor maligno del seno esfenoidal
C318,Lesión de sitios contiguos de los senos paranasales
C319,Tumor maligno de seno paranasal no especificado
C320,Tumor maligno de la glotis
C321,Tumor maligno de la región supraglótica
C322,Tumor maligno de la región subglótica
C323,Tumor maligno del cartílago laríngeo
C328,Lesión de sitios contiguos de la laringe
C329,"Tumor maligno de la laringe, parte no especificada"
C33X,Tumor maligno de la tráquea
C340,Tumor maligno del bronquio principal
C341,"Tumor maligno del lóbulo superior, bronquio o pulmón"
C342,"Tumor maligno del lóbulo medio, bronquio o pulmón"
C343,"Tumor maligno del lóbulo inferior, bronquio o pulmón"
C348,Lesión de sitios contiguos de los bronquios y del pulmón
C349,"Tumor maligno de los bronquios o del pulmón, parte no especificada"
C37X,Tumor maligno del timo
C380,Tumor maligno del corazón
C381,Tumor maligno del mediastino anterior
C382,Tumor maligno del mediastino posterior
C383,"Tumor maligno del mediastino, parte no especificada"
C384,Tumor maligno de la pleura
C388,"Lesión de sitos contiguos del corazón, del mediastino y de la pleura"
C390,"Tumor maligno de las vías respiratorias superiores, parte no especificada"
C398,Lesión de sitios contiguos de los órganos respiratorios e intratorácicos
C399,Tumor maligno de sitios mal definidos del sistema respiratorio
C400,Tumor maligno del omóplato y de los huesos largos del miembro superior
C401,Tumor maligno de los huesos cortos del miembro superior
